,0,1
0,28.207003,-46.42839
1,15.125927,16.362604
2,-17.197958,43.44021
3,-27.982662,27.906492
4,-11.208211,-9.731924
5,0.6287464,12.738679
6,30.14467,6.5828996
7,10.630864,-4.9227576
8,49.435543,-3.3560257
9,-6.347301,45.644234
10,29.773232,-6.3109283
11,-8.170138,-36.630688
12,18.459778,-25.448095
13,37.462143,-0.6312056
14,16.402582,-1.9477552
15,25.774387,6.828749
16,15.344436,44.40221
17,39.34129,18.143793
18,12.375354,-10.656307
19,24.426191,-26.802921
20,-34.52528,22.641855
21,27.256971,-7.2112365
22,-17.493217,-5.3271866
23,32.478386,40.43957
24,25.97152,-15.163767
25,33.141838,-26.692
26,40.04781,21.746666
27,-39.898792,-39.094273
28,-41.31255,-37.303608
29,40.166954,17.789234
30,12.839499,40.13798
31,-8.995318,6.8631735
32,-26.972471,1.9138283
33,40.83611,26.026966
34,-6.80464,-22.469576
35,36.46201,21.99769
36,28.24666,5.4828906
37,-7.7431836,-23.723059
38,33.368134,12.46524
39,-35.749134,15.917064
40,27.266893,1.2400031
41,26.090748,-15.102757
42,4.699586,5.2875977
43,6.292702,-11.811696
44,-14.386189,2.8195372
45,-22.11043,46.359432
46,-44.25962,-32.467247
47,49.68308,17.901674
48,-43.69324,3.5005867
49,19.755106,-23.053818
50,-45.42655,16.824894
51,7.438893,-2.8954153
52,27.073559,31.474531
53,2.988224,0.45486775
54,43.51928,1.1806396
55,-35.955273,-4.572918
56,2.7227645,0.19837327
57,14.423233,13.083351
58,-9.821867,12.097618
59,21.099873,22.652895
60,-22.343622,-27.312279
61,-26.839548,1.840007
62,-46.962646,27.78477
63,-39.96715,-8.119199
64,4.391285,-37.080597
65,0.39065954,32.47757
66,-6.630459,23.2289
67,9.239185,-4.6153035
68,13.80916,-32.770554
69,-24.088614,-25.17441
70,38.783146,-18.869427
71,-9.312084,-36.015724
72,-34.169712,16.447336
73,-10.269396,-5.3834786
74,39.676872,12.683069
75,-1.7278646,46.28246
76,-11.084451,40.489567
77,-1.3078555,-3.8921974
78,-19.548578,-42.157776
79,-16.323278,27.081762
80,-15.858288,-36.376125
81,10.297852,-51.209766
82,-10.735494,-18.125507
83,-28.330614,-38.855865
84,3.0597935,48.245686
85,32.020596,20.532652
86,15.786834,33.444534
87,-52.82494,7.529938
88,52.668232,-4.772552
89,4.0148664,-36.227837
90,-24.77479,-47.577053
91,21.986828,-38.067577
92,-44.353523,10.018709
93,-8.348222,-37.629025
94,2.6006165,-33.905067
95,18.5535,-33.5308
96,-32.038475,1.536843
97,40.47911,17.196218
98,-23.29661,34.371235
99,12.519299,0.39310104
100,-11.594314,31.665703
101,42.782974,16.592014
102,-14.057686,-1.8608742
103,-12.340541,-6.7626357
104,-2.8070161,3.2291725
105,-8.734181,-46.351437
106,17.291248,24.248259
107,32.163292,8.959405
108,13.235764,21.54383
109,19.006804,-7.258395
110,40.226086,-2.7964401
111,5.220842,30.108807
112,7.5539727,17.946165
113,28.892694,33.041714
114,28.758215,44.179455
115,21.961208,44.65262
116,-31.548388,23.958069
117,28.595474,-26.299118
118,-14.700935,2.9668016
119,-17.187004,19.385035
120,19.6359,19.598452
121,8.624269,8.645662
122,4.000715,32.67124
123,-36.756416,14.690351
124,0.8751129,-27.64751
125,-15.698401,20.13675
126,-25.388313,-21.69602
127,-14.445065,22.14869
128,17.04913,-10.749937
129,0.5393841,-26.38449
130,-15.683246,-42.038795
131,-17.292896,29.128908
132,-28.261744,-39.95465
133,-15.183524,16.442478
134,8.665866,40.032955
135,19.219673,7.2038546
136,19.218431,7.2404304
137,-7.3904767,0.3204657
138,-7.368262,0.20112751
139,-20.418808,7.890762
140,24.361843,6.8845973
141,20.395208,33.975174
142,-16.811392,-53.172237
143,31.871204,41.766754
144,-12.36925,-0.8759306
145,-46.317394,-13.949117
146,44.03708,-30.231464
147,31.75061,-24.45386
148,44.036316,-30.256542
149,-6.6867504,23.37738
150,-5.092211,-42.032516
151,50.664368,7.384402
152,-50.206787,5.355865
153,13.082203,-54.17944
154,-23.181501,-10.024075
155,12.892097,-50.522934
156,31.734133,-19.580498
157,6.5891623,-4.8589325
158,28.952175,27.22239
159,31.632572,0.37341532
160,16.729113,-13.609779
161,-5.276945,10.630547
162,27.010977,-5.4179144
163,16.262312,-1.3418595
164,-31.940506,-11.18958
165,-10.467705,-38.46316
166,-36.663578,9.842837
167,-35.38248,10.317454
168,-35.29043,9.315642
169,-29.27278,5.725874
170,8.7788315,-11.0975275
171,-52.375984,4.6907063
172,-5.2391095,33.6729
173,-19.056387,14.514721
174,-3.79233,43.42468
175,27.998598,32.531826
176,25.20879,12.367971
177,-24.78365,44.068825
178,-3.111838,6.49134
179,-23.403608,8.4338045
180,-32.26116,-5.0501676
181,-11.840994,8.9585285
182,-1.4220309,-14.208116
183,26.653656,27.114822
184,14.211755,39.085796
185,4.279823,44.012356
186,-14.9560995,-33.536808
187,16.561972,-28.16731
188,31.695972,-32.4801
189,-18.188602,40.616577
190,13.41736,-29.078033
191,12.970103,-24.736311
192,-32.030113,1.5786781
193,22.080418,-42.957375
194,13.492831,-27.662554
195,-1.9047042,-50.91191
196,-6.931469,40.294964
197,30.854206,-39.470474
198,-41.537483,-11.894442
199,-6.4509034,-27.793991
200,-26.563301,-34.025867
201,17.538408,48.719555
202,6.445934,-0.4999794
203,-6.582914,-28.868578
204,0.40695688,-39.54408
205,-18.928175,-48.88786
206,32.48693,-18.741014
207,-15.088435,-42.934185
208,3.7040296,-17.335642
209,51.018738,1.3915545
210,-22.356546,26.837112
211,18.63521,-36.912697
212,-39.822933,5.641197
213,-15.2464905,25.06722
214,-45.684788,-1.2976547
215,52.79364,-2.7406373
216,-13.683508,22.028097
217,-34.114662,19.022278
218,27.553667,-11.160877
219,-15.544584,35.20329
220,-23.023344,30.432785
221,-18.604536,19.801195
222,-42.60427,4.500593
223,-36.635567,27.96907
224,-16.826347,18.078497
225,33.674213,11.36082
226,-23.480974,-32.575016
227,-10.691788,-28.493202
228,43.62964,1.2146127
229,-10.56621,-16.578894
230,-14.929222,-29.298433
231,37.12837,-30.767296
232,-15.303674,-4.6094675
233,14.05516,-2.8393862
234,21.978195,-2.409877
235,13.399797,14.050893
236,21.886974,2.4263592
237,-0.8540522,0.7682304
238,16.985077,26.203505
239,30.650824,-24.509605
240,30.650867,-24.50977
241,37.27366,5.4776483
242,11.955445,51.823723
243,-9.77474,12.515116
244,24.59771,26.247854
245,-18.47671,11.326869
246,-2.8604796,-15.305631
247,12.375858,-34.884304
248,25.258732,-13.530755
249,0.93738407,29.731016
250,0.8232052,13.508422
251,44.489307,-24.402487
252,11.698267,-12.540886
253,-35.415794,-43.714306
254,-26.186626,-8.215943
255,-52.596474,-10.452773
256,11.007279,-49.577873
257,54.68847,-8.930341
258,15.432199,-28.913237
259,-54.020172,3.9718611
260,-31.400406,29.641525
261,-20.780094,34.650974
262,32.93677,9.803757
263,-20.651176,30.794437
264,-15.4567995,3.010276
265,-22.34658,47.338505
266,-15.223518,-7.38605
267,-26.336153,-1.0786877
268,10.887984,11.758631
269,18.23979,-6.960868
270,28.635185,-45.918034
271,-20.668005,-22.538637
272,-7.3162346,4.406998
273,-3.4474194,15.220379
274,-5.6234946,12.813823
275,27.10897,-10.300999
276,-40.391685,-36.35874
277,-5.331872,30.731468
278,-3.6713147,21.75017
279,-1.1842197,-4.7648263
280,9.146834,-2.9361086
281,-17.289135,4.092083
282,38.878815,15.49784
283,32.52911,-3.1242437
284,-18.073616,11.556356
285,27.75275,42.155117
286,-39.00022,-1.4925015
287,43.863842,-29.341005
288,-21.645197,3.6639767
289,-28.876038,41.008987
290,-11.311789,38.962284
291,-38.176422,20.852818
292,8.917016,-49.366756
293,18.002907,-24.863403
294,2.2024283,1.1062871
295,31.913681,-7.64294
296,-56.80408,-3.3609684
297,29.092806,-41.86345
298,-0.25073546,3.5709143
299,-6.1995025,19.26151
300,39.55066,5.3518143
301,1.6460916,13.610385
302,-13.4976,11.16196
303,31.506397,17.364115
304,7.8776712,-25.151117
305,33.75393,-7.5725536
306,39.397278,3.4148805
307,-3.6885545,36.159195
308,-9.290898,8.869102
309,0.5811907,-28.508907
310,19.170187,26.167086
311,17.645805,-25.42926
312,23.687067,6.424507
313,-28.493649,11.859912
314,-28.205194,11.991829
315,28.21322,-19.872612
316,32.647907,-19.455488
317,-3.744898,21.932405
318,-28.999084,9.914175
319,7.2937236,-32.756638
320,-4.1166906,-34.35724
321,-12.0774145,-34.148132
322,16.956211,8.067876
323,43.34782,2.6660624
324,-16.749245,-27.540358
325,-9.094761,-14.89198
326,-51.58893,-17.112337
327,10.740029,-10.260719
328,10.19154,15.486361
329,25.200373,-18.696342
330,11.430731,15.533358
331,-48.107807,24.227982
332,-5.4212565,-16.035223
333,-29.974997,-45.778214
334,-15.773381,11.204487
335,-6.8644137,-52.794086
336,-48.766037,25.080505
337,6.3505464,-8.8699
338,-34.763958,-3.8341699
339,-4.316165,0.24325041
340,-4.580614,0.7243252
341,10.920154,-27.90883
342,-6.211831,-32.5248
343,-4.5806165,0.7243516
344,3.4124968,22.379038
345,-1.7279372,46.282574
346,-29.925285,-27.911804
347,-25.470692,9.740884
348,22.27966,-12.634231
349,-17.718384,-40.700394
350,-26.404278,36.43293
351,39.740242,-13.310508
352,-50.027092,-5.757533
353,-14.018149,-9.559671
354,0.413956,42.950104
355,-30.169676,-38.54883
356,-4.489181,12.918716
357,-23.04777,21.269716
358,33.89399,22.757103
359,-5.5008664,-2.6810365
360,16.731056,21.146284
361,35.366817,42.69279
362,29.25336,31.854393
363,4.9742107,32.328037
364,-5.672578,-32.747612
365,-29.797825,-9.711571
366,3.1979446,-16.321669
367,-16.253006,-25.243193
368,14.071645,-14.703971
369,-18.886837,21.335236
370,-14.635218,22.802734
371,-3.27941,-21.725208
372,38.39093,-34.681858
373,-20.844769,40.58791
374,38.820038,4.5196204
375,-9.475323,34.4606
376,-2.71341,-8.924492
377,20.34497,28.889566
378,15.842328,-0.81725085
379,-3.469462,-56.01183
380,1.4705848,22.481115
381,-3.7924256,-26.183144
382,22.040253,9.707311
383,-33.485928,42.821598
384,38.76835,35.192543
385,7.6959186,25.508257
386,-15.649914,-41.903557
387,4.6036997,-3.0267615
388,-10.744442,-14.735377
389,-1.6441792,4.6833344
390,12.9698715,-24.736387
391,23.570648,-33.162697
392,28.851435,-3.4524577
393,36.661842,-1.3153328
394,25.41655,-13.786083
395,-11.351088,14.458711
396,-24.245464,-22.524868
397,-33.074577,-23.152802
398,-24.038023,-25.116152
399,-34.03832,-0.6355127
400,-18.437536,12.867655
401,30.82066,9.704512
402,12.4308195,-48.09792
403,-17.445807,-20.32401
404,-31.82361,-44.87486
405,33.733498,-7.2361307
406,25.653831,22.37901
407,-20.43782,-48.819786
408,-44.573086,4.6073112
409,39.128063,8.43532
410,51.802498,15.817562
411,4.1798973,-8.694715
412,12.954081,-10.975414
413,33.107704,-11.474932
414,-4.0078144,-47.147396
415,-31.006065,9.239799
416,-25.57652,-12.605242
417,22.16757,5.533347
418,-12.610893,-24.470875
419,15.675113,13.274765
420,-3.0951147,-53.17734
421,29.206896,12.178946
422,-17.197582,43.440125
423,1.1213145,-19.495737
424,25.347563,-39.896572
425,-33.225624,16.554167
426,38.77623,-32.995567
427,-31.309679,9.751229
428,-20.448473,10.240256
429,-20.556606,10.26365
430,-9.9236965,17.362795
431,-10.297717,29.856415
432,13.906104,-14.669445
433,7.685396,-17.440342
434,-8.447075,15.83184
435,31.29782,-29.998262
436,-11.848921,-40.573982
437,-7.451934,20.379492
438,7.639764,46.93184
439,39.95236,5.018765
440,-57.39897,-2.4360495
441,0.30441952,-28.975988
442,32.486652,-18.741302
443,-0.5862042,-27.172314
444,8.276454,-21.136358
445,9.787322,2.7539504
446,-9.922546,-15.469551
447,21.367594,-44.083088
448,-46.523827,1.069471
449,39.937454,32.297325
450,40.926613,35.63956
451,9.790348,2.7319894
452,15.792488,34.101597
453,15.390628,-30.66174
454,-22.346132,-21.79235
455,-27.460194,-30.755037
456,-32.817978,-31.0393
457,-44.0814,-12.17407
458,-46.052044,-20.107018
459,13.479681,-28.252111
460,-3.8559945,-42.003273
461,-7.8211913,51.229984
462,-3.4133177,-29.105537
463,-29.327448,-8.578796
464,52.46588,-3.3529167
465,12.625711,54.1731
466,36.602432,39.1738
467,-12.290569,20.293427
468,-5.9961476,-5.3056498
469,2.2016416,-4.7465463
470,41.766403,9.351064
471,26.170195,-46.91924
472,-9.712782,-32.26288
473,15.728038,-11.494794
474,-24.275633,33.131847
475,-4.8121295,14.532131
476,-23.80139,32.747887
477,-3.0419781,6.4690957
478,-41.706726,5.3917217
479,-31.078604,11.359763
480,30.67422,-2.9238062
481,-2.9144921,-55.224827
482,12.483469,32.37498
483,-22.124153,-22.638042
484,16.41887,0.6564417
485,-34.757603,22.32745
486,21.762388,2.3162477
487,8.780893,37.66486
488,11.557434,34.084972
489,45.164032,25.99878
490,28.74989,11.973039
491,5.1481595,25.026634
492,39.605217,12.691578
493,-26.366714,-3.175418
494,-22.4545,26.93614
495,-23.874493,27.359814
496,30.495468,8.4100685
497,1.4746344,40.504314
498,38.840446,-13.427975
499,-20.568552,14.193905
500,-13.83955,16.759758
501,-6.750508,33.823997
502,-16.027208,31.915026
503,-14.089121,2.694846
504,-19.820742,0.68325824
505,6.3947206,-23.90792
506,-14.777556,23.217632
507,-14.639846,23.310015
508,24.835228,-13.935648
509,-36.232243,-7.5241613
510,44.227497,18.350882
511,13.159921,49.844273
512,-11.490919,14.278884
513,-28.496294,-25.207308
514,30.06416,-13.7920265
515,-34.57183,-34.02488
516,30.219658,-14.003173
517,-47.00691,-22.815222
518,-10.58759,19.833164
519,42.772045,-23.115723
520,10.717144,18.469406
521,-10.1523,-53.232876
522,-10.789205,-18.176382
523,2.5859926,-16.30105
524,-52.90221,4.30906
525,-4.341511,-55.4041
526,50.692585,17.70727
527,10.02374,48.96074
528,-12.330386,10.240725
529,-29.216898,-21.850498
530,-39.475822,15.830332
531,-29.033314,-23.501808
532,37.161648,8.661526
533,25.88509,0.9610577
534,-37.342216,29.114195
535,16.066162,-1.1564506
536,-0.8618152,47.35797
537,7.115962,49.766613
538,39.865738,7.689453
539,6.0590672,43.727245
540,8.748679,-7.672235
541,13.964182,18.26167
542,-6.0637093,6.968118
543,-13.987888,15.201298
544,-25.994595,14.140274
545,5.988799,-18.94617
546,-28.500664,-36.342377
547,32.899517,2.0890048
548,17.813984,-7.1702952
549,-42.688683,3.672774
550,39.528454,-2.7258368
551,12.096509,0.38688633
552,13.365347,0.9265833
553,22.062855,35.286602
554,36.811115,11.872786
555,6.0287757,43.792107
556,-24.774506,12.860426
557,-10.953203,27.163378
558,15.780571,-2.4778578
559,0.5578049,-38.308605
560,10.675161,-47.54548
561,20.779125,49.0635
562,21.536049,45.740475
563,22.67224,48.099384
564,-16.674995,-27.57204
565,20.117735,13.395781
566,-9.325485,-46.39825
567,-28.429796,41.061035
568,7.5987587,-12.018468
569,-18.172049,-0.6734448
570,3.0231922,9.238603
571,-13.184887,39.756126
572,-15.154138,42.410545
573,37.891315,-16.056541
574,28.68883,-46.875423
575,12.242692,-1.6969585
576,-4.369354,-19.924227
577,-5.798611,-51.898277
578,5.228308,46.17981
579,-38.172497,18.37089
580,20.24092,29.54245
581,20.24092,29.54245
582,7.7690315,1.2117156
583,-2.2483032,-3.914458
584,43.694885,11.770882
585,9.012227,-18.559204
586,2.3882177,7.7721887
587,29.76533,31.790836
588,15.819073,38.054234
589,-35.149837,13.52225
590,17.193813,42.43457
591,7.7083545,25.323309
592,7.7206025,25.400145
593,44.00554,28.564594
594,-3.237978,-55.849167
595,-16.807892,-53.17797
596,43.830482,19.636051
597,28.892721,33.0417
598,21.365055,-3.2371633
599,-28.909298,8.082487
600,24.41023,-0.9491286
601,-12.41559,-47.202957
602,-2.3254447,-50.848995
603,4.4275537,-9.303775
604,46.22967,-1.4607714
605,-7.494171,32.827778
606,-53.012867,4.6276617
607,3.104342,37.91301
